id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
9720	phylum	"Thaumarchaeota"	2	1	2			1.25	0.25	[1, 1, 1, 1, 1, 1, 1, 2]
9721	phylum	Nitrospirae	1	1	3			1.42	0.00	[1, 1, 1, 1, 1, 3, 2, 2, 2]
9722	phylum	"Caldiserica"	1	1	1			1.00	0.00	[1]
9723	phylum	Ignavibacteriae	1	1	1			1.00	0.00	[1, 1]
9724	phylum	Firmicutes	8	1	17			3.99	2.56	[1, 1, 2, 5, 14, 7, 3, 4, 9, 5, 12, 5, 3, 11, 6, 7, 4, 4, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 7, 7, 7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 14, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 10, 7, 7, 11, 14, 11, 12, 14, 7, 7, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 10, 8, 11, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 10, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 7, 8, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 10, 10, 8, 10, 10, 9, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 14, 15, 7, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 8, 9, 7, 9, 9, 9, 7, 11, 17, 15, 12, 17, 5, 12, 8, 12, 13, 13, 9, 14, 14, 13, 12, 8, 13, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 10, 15, 12, 9, 9, 10, 13, 9, 11, 6, 10, 10, 14, 10, 11, 12, 12, 13, 8, 8, 8, 8, 9, 10, 7, 10, 7, 6, 6, 8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 10, 13, 12, 12, 12, 9, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 12, 12, 12, 9, 9, 9, 9, 9, 10, 9, 4, 4, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 5, 7, 5, 6, 5, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 4, 5, 5, 5, 7, 8, 6, 7, 7, 7, 6, 8, 7, 7, 7, 6, 7, 4, 9, 6, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 5, 4, 6, 4, 6, 6, 4, 4, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 4, 7, 5, 5, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 4, 7, 4, 4, 6, 6, 7, 7, 6, 4, 4, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 6, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 7, 5, 7, 4, 5, 4, 6, 4, 4, 4, 5, 4, 7, 8, 6, 8, 8, 4, 6, 6, 6, 7, 6, 5, 5, 4, 9, 6, 5, 5, 4, 6, 5, 5, 7, 5, 5, 5, 9, 4, 7, 5, 5, 6, 4, 9, 4, 9, 4, 4, 5, 5, 5, 4, 5, 5, 4, 6, 7, 5, 6, 8, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 5, 5, 4, 6, 5, 4, 4, 5, 5, 7, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 7, 4, 6, 6, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 6, 6, 5, 7, 7, 6, 6, 6, 5, 5, 7, 5, 5, 7, 6, 5, 5, 5, 5, 11, 10, 8, 9, 8, 9, 5, 5, 4, 4, 5, 4, 9, 4, 5, 5, 9, 5, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 4, 5, 7, 5, 5, 5, 5, 7, 7, 5, 1, 5, 5, 5, 5, 4, 6, 6, 7, 8, 8, 5, 9, 9, 4, 5, 5, 6, 5, 5, 5, 5, 7, 6, 5, 9, 5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 6, 8, 8, 9, 11, 9, 9, 8, 2, 6, 3, 4, 4, 7, 5, 9, 15, 4, 4, 4, 4, 4, 5, 4, 7, 4, 4, 4, 2, 2, 4, 4, 4, 5, 5, 5, 5, 6, 2, 11, 11, 5, 6, 5, 5, 5, 6, 11, 10, 7, 8, 10, 10, 7, 14, 8, 8, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 9, 11, 10, 11, 9, 8, 11, 9, 12, 9, 16, 8, 14, 10, 10, 10, 10, 8, 11, 11, 10, 16, 4, 9, 9, 9, 11, 10, 11, 9, 9, 10, 10, 6, 8, 7, 9, 10, 10, 10, 16, 9, 9, 9, 12, 8, 9, 7, 10, 12, 11, 12, 14, 12, 12, 10, 10, 9, 9, 10, 9, 7, 4, 2, 2, 3, 4, 8, 4, 6, 8, 4, 3, 3, 4, 3, 3, 4, 4, 2, 3, 2, 4, 2, 3, 11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 4, 6, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 5, 5, 5, 5, 5, 3, 10, 3, 6, 5, 8, 6, 6, 3, 3, 4, 4, 11, 8, 9, 11, 8, 8, 10, 8, 5, 8, 9, 2, 3, 6, 10, 8, 6, 4, 4, 4, 11, 5, 5, 6, 4, 9, 4, 7, 5, 5, 4, 8, 8, 8, 6, 5, 5, 5, 5, 7, 5, 2, 5, 3, 2, 3, 4, 6, 3, 4, 3, 2, 4, 4, 4, 1, 1, 1, 2, 1, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2]
9725	phylum	"Fibrobacteres"	1	3	3			3.00	0.00	[3, 3]
9726	phylum	"Actinobacteria"	1	1	9			1.73	0.00	[2, 2, 2, 1, 2, 2, 1, 2, 2, 3, 3, 3, 2, 1, 3, 3, 2, 2, 4, 4, 5, 4, 2, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 4, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 5, 5, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 6, 5, 4, 5, 6, 6, 7, 6, 6, 6, 6, 6, 8, 6, 5, 4, 5, 6, 6, 6, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 3, 3, 3, 2, 1, 1, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 6, 6, 4, 3, 6, 3, 3, 3, 3, 4, 2, 3, 2, 3, 2, 2, 1, 3, 3, 3, 2, 2, 1, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 2, 6, 4, 3, 3, 3, 3, 4, 3, 3, 5, 4, 2, 2, 2, 1, 2, 2, 2, 3, 2, 5, 4, 5, 5, 5, 5, 6, 4, 6, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 2, 4, 3, 2, 2, 9, 9, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 5, 5, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 6, 7, 7, 6, 6, 6, 7, 6, 5, 6, 7, 6, 7, 5, 2, 2, 3, 6, 5, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 5, 4, 4, 4, 3, 6, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 6, 5, 3, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 6, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 6, 5, 6, 6, 6, 4, 6, 6, 4, 4, 3, 4, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 3, 3, 4, 2, 3, 3, 4, 3, 5, 4, 4, 4, 4, 4, 4, 5, 4, 4, 5, 4, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 5, 4, 4, 2, 3, 4, 4, 3, 4, 4, 3, 3, 4, 4, 5, 5, 3, 5, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 1, 1, 1, 1, 2, 2]
9727	phylum	"Spirochaetes"	1	1	4			1.55	0.00	[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 4, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
9728	phylum	"Dictyoglomi"	1	2	2			2.00	0.00	[2, 2]
9729	phylum	"Chlorobi"	1	1	3			1.66	0.00	[2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2]
9730	phylum	"Euryarchaeota"	7	1	4			1.78	0.56	[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 1, 3, 2, 3, 4, 1, 1, 1, 1, 2, 1, 1, 3, 2, 3, 3, 4, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 2, 2]
9731	phylum	Cloacimonetes	1	2	2			2.00	0.00	[2]
9732	phylum	"Thermotogae"	1	1	4			2.21	0.00	[2, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 4, 4, 4, 2, 2, 2, 2]
9733	phylum	"Chlamydiae"	1	1	4			1.94	0.00	[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 3, 4]
9734	phylum	"Tenericutes"	1	1	4			1.80	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]
9735	phylum	"Korarchaeota"	1	1	1			1.00	0.00	[1]
9736	phylum	"Crenarchaeota"	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9737	phylum	"Aquificae"	1	1	3			2.04	0.00	[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2]
9738	phylum	"Elusimicrobia"	2	1	1			1.00	0.00	[1, 1, 1]
9739	phylum	Candidatus Saccharibacteria	1	1	1			1.00	0.00	[1]
9740	phylum	"Deinococcus-Thermus"	1	1	5			2.49	0.00	[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 3, 3]
9741	phylum	"Bacteroidetes"	11	1	13			2.04	1.54	[1, 1, 1, 1, 1, 1, 6, 3, 2, 4, 3, 3, 2, 8, 7, 7, 4, 4, 4, 3, 7, 6, 4, 4, 1, 1, 1, 1, 1, 3, 5, 6, 3, 1, 2, 2, 1, 3, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 2, 2, 3, 3, 3, 2, 4, 3, 2, 3, 8, 5, 2, 4, 4, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 6, 5, 2, 2, 2, 3, 2, 4, 3, 8, 5, 9, 9, 5, 4, 4, 4, 4, 4, 3, 2, 2, 6, 6, 5, 3, 4, 6, 6, 6, 1, 1, 1, 1, 4, 13, 6, 5, 5, 7, 5, 7, 3, 3, 3, 3, 3, 2, 6, 6, 6, 7, 6, 6, 5, 5, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 10, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4, 4, 2, 2, 4, 6, 5, 7, 6, 5, 6, 6, 6, 6, 5, 5, 4, 7, 6, 5, 5, 5, 2, 2, 2, 4, 2, 2, 4, 4, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 5, 4, 4, 7, 7]
9742	phylum	"Verrucomicrobia"	5	1	3			1.52	0.78	[1, 1, 3, 3, 3, 2, 1, 1, 2, 1, 1, 1]
9743	phylum	"Gemmatimonadetes"	1	1	2			1.67	0.00	[1, 2, 2]
9744	phylum	"Fusobacteria"	1	3	8			5.25	0.00	[3, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 3, 4, 4, 4, 5, 4, 5, 5, 3, 5, 7, 8]
9745	phylum	"Acidobacteria"	4	1	2			1.28	0.42	[1, 2, 1, 1, 1, 2, 1, 1, 1]
